
line,dateIni,dateEnd,label,nameTo,nameFrom,parada,secuencia,sentido,distancia,descparada,descpostal,posX,posY
073,2026-02-17,2999-12-31 23:59:59,73,DIEGO DE LEON,FERIA DE MADRID,787,29,2,8546,Hospital de la Princesa                           ,"Francisco Silvela, 65                                  ",442839.3125,4476474.0
073,2026-02-17,2999-12-31 23:59:59,73,DIEGO DE LEON,FERIA DE MADRID,785,30,2,9087,Diego de León                                     ,"Fco Silvela, 54                                        ",442897.75,4476459.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,4234,1,1,0,Pintor Rosales                                    ,Pº del Pintor Rosales con C/ Romero Robledo.           ,438744.90625,4476005.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,4232,2,1,90,Pintor Rosales                                    ,Pº Pintor Rosales frente al Nº 56.                     ,438797.46875,4475932.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,596,3,1,669,Templo de Debod                                   ,Pº Pintor Rosales frenter al Nº 14                     ,439138.09375,4475463.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2777,4,1,988,Evaristo San Miguel                               ,"Evaristo San Miguel, 7                                 ",439396.46875,4475540.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,173,5,1,1401,Ventura Rodríguez                                 ,"Princesa, 15-17 (Ventura Rodríguez)                    ",439617.0,4475489.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,741,6,1,1575,Plaza de España                                   ,"Princesa, 1                                            ",439700.75,4475337.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,171,7,1,1799,Gran Vía-Plaza de España                          ,"Gran Vía, 71                                           ",439836.0,4475153.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,169,8,1,2135,Santo Domingo                                     ,"Gran Vía, 47                                           ",440094.0,4474939.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,723,9,1,2429,Gran Vía-Callao                                   ,"Gran Vía, 33                                           ",440361.46875,4474829.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,724,10,1,2702,Gran Vía-Montera                                  ,"Gran Vía, 21                                           ",440633.71875,4474808.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5138,11,1,2858,Gran Vía-Pedro Zerolo                             ,"Gran Vía, 11                                           ",440780.0,4474764.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,164,12,1,3061,Gran Vía-Alcalá                                   ,Gran Vía  con C/ Alcalá                                ,440966.59375,4474690.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,70,13,1,3397,Cibeles                                           ,Pza. de Cibeles con Pº del Prado                       ,441286.84375,4474709.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5580,14,1,3939,Alcalá-Puerta de Alcalá                           ,"Alcalá, S/N, frente al Nº 73                           ",441791.1875,4474820.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,423,15,1,4339,Velázquez-Villanueva                              ,"Velázquez, 8                                           ",442067.0,4475042.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,424,16,1,4642,Velázquez-Goya                                    ,"Velázquez, 30                                          ",442085.0,4475344.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,425,17,1,4944,Velázquez-Ayala                                   ,"Velazquez, 54                                          ",442107.0,4475646.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,426,18,1,5220,Velázquez-Ortega y Gasset                         ,"Velázquez, 82                                          ",442133.0,4475920.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,731,19,1,5514,Marqués de Salamanca                              ,"José Ortega y Gasset, 34                               ",442379.0,4475919.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,729,20,1,5954,Lista                                             ,"José Ortega y Gasset, 60                               ",442773.0,4475893.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,727,21,1,6386,Parque Eva Duarte                                 ,"José Ortega y Gasset, 100                              ",443203.875,4475864.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,726,22,1,6616,Cartagena-Francisco Silvela                       ,"Cartagena, 6                                           ",443241.0,4476024.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2778,23,1,7065,Avenida de los Toreros                            ,"Av. de los Toreros, 28                                 ",443588.0,4476160.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,688,24,1,7415,Avenida de los Toreros                            ,"Francisco Altimiras S/N, con Av. de los Toreros        ",443820.0,4476331.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,689,25,1,7598,Biarritz                                          ,Biarritz frente al Nº 3                                ,443794.0625,4476510.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,690,26,1,7904,Bruselas                                          ,"Av. de Bruselas, 48                                    ",443842.9375,4476798.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,692,27,1,8177,Plaza de Venecia                                  ,"Av. de Bruselas, 68                                    ",443894.0625,4477061.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2374,28,1,8339,Avenida de la Guindalera                          ,"Av. Guindalera, 3                                      ",443800.0,4477158.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5025,29,1,8790,Parque de las Avenidas                            ,"Av. Camilo José Cela, 39                               ",443496.25,4476958.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5025,1,2,0,Parque de las Avenidas                            ,"Av. Camilo José Cela, 39                               ",443496.25,4476958.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,3685,2,2,381,Avenida Guindalera-Camilo José Cela               ,Av. Guindalera con Av. Camilo José Cela                ,443611.0,4477086.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,693,3,2,729,Plaza de Venecia                                  ,"Av. de Bruselas, 65                                    ",443874.0,4477074.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5264,4,2,1023,Bruselas                                          ,"Av.Bruselas, 47                                        ",443826.6875,4476795.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,710,5,2,1349,Luis Calvo                                        ,"Luís Calvo, 17 con C/ Martínez Izquierdo               ",443712.0,4476513.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,711,6,2,1607,Avenida de los Toreros-Las Ventas                 ,"Av. de los Toreros, 57                                 ",443734.40625,4476288.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2779,7,2,1892,Avenida de los Toreros                            ,"Av. de los Toreros, 45                                 ",443533.90625,4476172.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,725,8,2,2231,Centro Cultural Buenavista                        ,"Av. de los Toreros, 5                                  ",443197.0,4476129.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,728,9,2,2619,Parque Eva Duarte                                 ,"José Ortega y Gasset, 87                               ",443180.28125,4475883.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,730,10,2,3026,Lista                                             ,"José Ortega y Gasset, 55                               ",442775.0,4475919.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,732,11,2,3472,Marqués de Salamanca                              ,"José Ortega y Gasset, 33                               ",442375.40625,4475947.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,733,12,2,3934,Ortega y Gasset-Claudio Coello                    ,"José Ortega y Gasset, 13                               ",441915.0,4475980.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,449,13,2,4104,Serrano-Ortega y Gasset                           ,Serrano frente al Nº 66.                               ,441815.0,4475872.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,451,14,2,4499,Metro Serrano                                     ,"Serrano, 19                                            ",441756.0,4475482.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,452,15,2,4841,Museo Arqueológico                                ,Serrano frente al Nº 18                                ,441709.0,4475143.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,161,16,2,5153,Puerta de Alcalá                                  ,"Pza. de la Independencia, 3                            ",441643.0,4474876.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,69,17,2,5558,Cibeles                                           ,Pza. de Cibeles con Pº Recoletos                       ,441274.0,4474780.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5135,18,2,5811,Círculo de Bellas Artes                           ,"Alcalá, 45                                             ",441041.5625,4474707.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5137,19,2,6100,Gran Vía-Pedro Zerolo                             ,"Gran Via, 16                                           ",440773.25,4474792.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,4094,20,2,6317,Gran Vía-Montera                                  ,"Gran Vía, 28                                           ",440558.4375,4474837.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,9,21,2,6525,Gran Vía-Callao                                   ,"Gran Vía, 36                                           ",440352.875,4474859.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,168,22,2,6849,Santo Domingo                                     ,"Gran Vía, 54                                           ",440081.28125,4474988.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,170,23,2,7085,Gran Vía-Plaza de España                          ,"Gran Vía, 70                                           ",439905.0,4475146.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,854,24,2,7304,Plaza de España                                   ,Pza. de España frente al Nº 4                          ,439709.0,4475152.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,5522,25,2,7859,Templo de Debod                                   ,"Ferraz, 24                                             ",439358.59375,4475395.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2753,26,2,8201,Ferraz-Quintana                                   ,"Ferraz, 52                                             ",439157.09375,4475671.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2785,27,2,8396,Marqués de Urquijo-Teleférico                     ,"Ferraz, 76                                             ",439043.0,4475829.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,2786,28,2,8661,Ferraz-Romero Robledo                             ,"Ferraz, 96                                             ",438884.875,4476041.5
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,4235,29,2,8910,Lisboa                                            ,"Lisboa, 4.                                             ",438720.625,4476204.0
074,2026-07-13,2999-12-31 23:59:59,74,PASEO DEL PINTOR ROSALES,PARQUE DE LAS AVENIDAS,4234,30,2,9175,Pintor Rosales                                    ,Pº del Pintor Rosales con C/ Romero Robledo.           ,438744.90625,4476005.5
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,5569,1,1,0,Callao                                            ,"Jacometrezo, 15                                        ",440106.65625,4474836.5
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,168,2,1,308,Santo Domingo                                     ,"Gran Vía, 54                                           ",440081.28125,4474988.5
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,170,3,1,544,Gran Vía-Plaza de España                          ,"Gran Vía, 70                                           ",439905.0,4475146.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,854,4,1,763,Plaza de España                                   ,Pza. de España frente al Nº 4                          ,439709.0,4475152.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,599,5,1,1018,Jardines de Sabatini                              ,"Cuesta de San Vicente, 10                              ",439516.0,4474986.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,601,6,1,1242,Cuesta de San Vicente                             ,"Cuesta de San Vicente, 26                              ",439340.0,4474880.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,2296,7,1,1688,Intercambiador de Príncipe Pío                    ,Pº de la Florida con Gta. San Vicente (Intercambiador) ,438953.0,4474980.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,858,8,1,1971,Paseo de la Florida                               ,"Pº de la Florida, 16                                   ",438762.0,4475186.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,860,9,1,2206,San Antonio de la Florida                         ,"Pº de la Florida, 30 con Gta. San Antonio de la Florida",438597.875,4475352.5
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,862,10,1,2711,San Pol de Mar                                    ,Ribera del Manzanares frente al Nº 63                  ,438415.5,4475361.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,863,11,1,2978,Ribera Manzanares-Santa Olalla                    ,Ribera del Manzanares frente al Nº 97                  ,438234.0,4475555.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,5761,12,1,3120,Ribera Manzanares-Felipe Moratilla                ,Ribera del Manzanares frente al Nº 111                 ,438136.84375,4475659.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,865,13,1,3483,Ribera Manzanares-Cordillera                      ,Ribera del Manzanares frente al Nº 131                 ,437886.0,4475921.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,867,14,1,3675,Colonia Manzanares                                ,Ribera del Manzanares frente al Nº 149                 ,437770.0,4476069.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,867,1,2,0,Colonia Manzanares                                ,Ribera del Manzanares frente al Nº 149                 ,437770.0,4476069.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,866,2,2,314,Ribera Manzanares-Cordillera                      ,"Ribera del Manzanares, 125                             ",437915.5,4475870.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,868,3,2,630,Comandante Fortea-Felipe Moratilla                ,"Pº del Comandante Fortea, 47                           ",437986.375,4475642.5
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,869,4,2,944,Comandante Fortea-Santa Olalla                    ,"Pº del Comandante Fortea, 9                            ",438217.0,4475428.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,870,5,2,1290,San Pol de Mar                                    ,"San Pol de Mar, 1                                      ",438422.15625,4475296.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,861,6,2,1530,San Antonio de la Florida                         ,"Pº de la Florida, 57                                   ",438577.0,4475337.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,859,7,2,1783,Paseo de la Florida                               ,"Pº de la Florida, 35                                   ",438746.0,4475150.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,857,8,2,2070,Intercambiador de Príncipe Pío                    ,"Pº de la Florida, 1                                    ",438938.0,4474937.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,5246,9,2,2620,Cuesta de San Vicente                             ,Cuesta de San Vicente frente al Nº 24 con C/ Arriaza   ,439384.46875,4474851.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,742,10,2,2803,Jardines de Sabatini                              ,Cuesta de San Vicente frente al número 10              ,439541.53125,4474959.5
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,855,11,2,3054,Plaza de España                                   ,"Pza. de España, 6                                      ",439724.9375,4475126.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,5139,12,2,3276,Gran Vía-Plaza de España                          ,"Gran Vía, 65                                           ",439882.9375,4475118.0
075,2026-03-04,2999-12-31 23:59:59,75,PLAZA DEL CALLAO,COLONIA MANZANARES,5569,13,2,3715,Callao                                            ,"Jacometrezo, 15                                        ",440106.65625,4474836.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2793,1,1,0,Beata                                             ,"Pza. Beata María Ana de Jesús, 6                       ",441201.0,4471922.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,1170,2,1,422,Legazpi                                           ,"Pº de las Delicias, 154.                               ",441111.0,4471690.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5718,3,1,1096,Glorieta de Cádiz                                 ,Av. de Córdoba con Gta. de Cadiz.                      ,440749.0625,4471205.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5719,4,1,1525,Almendrales                                       ,Av. de Córdoba frente al Nº 21.                        ,440841.40625,4470784.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5720,5,1,1737,Avenida de Córdoba                                ,Av. de Córdoba con C/ Tomelloso Nº 1.                  ,440891.4375,4470578.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,1132,6,1,2343,Hospital 12 de Octubre                            ,Av. de Córdoba con Gta. de Málaga                      ,441036.0,4469989.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5378,7,1,2529,Glorieta de Málaga                                ,Av. Andalucía S/N con Gta. Málaga                      ,441074.0,4469823.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2794,8,1,2950,Avenida Poblados-Eduardo Barreiros                ,Eduardo Barreiros frente al Nº 13                      ,441005.5,4469417.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2801,9,1,3320,Eduardo Barreiros-Avenida de los Rosales          ,Eduardo Barreiros frente a C/ Pinsapo.                 ,440974.6875,4469058.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2797,10,1,3496,Eduardo Barreiros-Salvador Martínez               ,Eduardo Barreiros frente al Nº 23 ( Con C/ Salvador Mar,440907.0,4468904.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2799,11,1,3671,Eduardo Barreiros-Centro de Salud                 ,Eduardo Barreiros frente al Nº 33 (Con C/ Arenas del Re,440819.8125,4468753.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2803,12,1,4032,Eduardo Barreiros-Corte de Faraón                 ,Eduarno Barreiros frente al nº 61                      ,440651.34375,4468433.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2795,13,1,4443,Eduardo Barreiros-PSA                             ,"Eduardo Barreiros, 108                                 ",440469.3125,4468065.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5069,14,1,4626,Eduardo Barreiros-Asombro de Damasco              ,Eduardo Barreiros S/N con C/ El Asombro de Damasco     ,440384.9375,4467902.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5067,15,1,4907,Eduardo Barreiros-El Caserío                      ,"Eduardo Barreiros, 116                                 ",440260.40625,4467649.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2807,16,1,5077,Parque de Ingenieros                              ,"Eduardo Barreiros, 122                                 ",440221.0,4467483.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,1193,17,1,5573,Puente Alcocer                                    ,Alcocer con Ctra.Carabanchel a Villaverde              ,440163.0,4467057.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2810,18,1,5925,Junta Municipal Villaverde                        ,"Villalonso, 18                                         ",439828.40625,4466998.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2812,19,1,6214,Villalonso-Puebla de Sanabria                     ,Villalonso con C/ Puebla de Sanabria                   ,439539.9375,4466981.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2814,20,1,6431,Plata y Castañar                                  ,Pº Plata y Castañar con C/ Pleamar                     ,439323.46875,4466967.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2816,21,1,6846,Villaverde Alto                                   ,Pº Plata y Castañar                                    ,439177.0,4467222.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2816,1,2,0,Villaverde Alto                                   ,Pº Plata y Castañar                                    ,439177.0,4467222.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,3657,2,2,272,Parque Plata y Castañar                           ,Pº Plata y Castañar frente al Nº 30                    ,439152.0,4467086.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2815,3,2,530,Plata y Castañar                                  ,Pº Plata y Castañar S/N                                ,439308.0,4466946.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2813,4,2,787,Villalonso-Puebla de Sanabria                     ,"Villalonso, 41                                         ",439561.0,4466955.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2811,5,2,1081,Junta Municipal Villaverde                        ,"Villalonso, 27                                         ",439843.0,4466975.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,1194,6,2,1447,Puente Alcocer                                    ,"Alcocer, 45                                            ",440207.0,4467030.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2808,7,2,1946,Parque de Ingenieros                              ,Eduardo Barreiros frente a C/ José Pérez               ,440236.9375,4467481.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5066,8,2,2118,Eduardo Barreiros-El Caserío                      ,"Eduardo Barreiros, 121                                 ",440276.03125,4467647.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,5068,9,2,2400,Eduardo Barreiros-Asombro de Damasco              ,Eduardo Barreiros S/N con C/ de El Asombro de Damasco  ,440400.34375,4467899.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2796,10,2,2579,Eduardo Barreiros-PSA                             ,Eduardo Barreiros frente al nº 8                       ,440478.21875,4468060.5
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2804,11,2,2989,Eduardo Barreiros-Corte de Faraón                 ,"Eduardo Barreiros, 61                                  ",440661.46875,4468425.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,3640,12,2,3351,Eduardo Barreiros-Alerce                          ,Eduardo Barreiros con C/ del Alerce                    ,440830.34375,4468747.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2798,13,2,3529,Eduardo Barreiros-Salvador Martínez               ,"Eduardo Barreiros, 23 (Con C/ Coníferas)               ",440920.625,4468901.0
076,2026-06-27,2999-12-31 23:59:59,76,PLAZA BEATA MARIA ANA DE JESUS,VILLAVERDE ALTO,2802,14,2,3710,Eduardo Barreiros-Avenida de los Rosales          ,"Eduardo Barreiros, 19 (Con C/ Pinsapo)                 ",440989.21875,4469063.5
