
line,dateIni,dateEnd,label,nameTo,nameFrom,parada,secuencia,sentido,distancia,descparada,descpostal,posX,posY
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,1401,30,2,8607,Estación de Atocha                                ,Av. Ciudad de Barcelona (Estación de Atocha)           ,441639.1875,4473327.5
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,1402,31,2,8974,Basílica de Atocha                                ,"Av. Ciudad de Barcelona, 6                             ",441980.0,4473191.0
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,2048,32,2,9512,Reina Cristina                                    ,"Pº Reina Cristina, 20                                  ",442266.0,4473350.0
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,2130,33,2,9855,Mariano de Cavia                                  ,"Av. del Mediterráneo, 2                                ",442589.0,4473389.0
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,2128,34,2,10172,Mediterráneo                                      ,"Av. Mediterraneo, 24.                                  ",442901.78125,4473354.5
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,2126,35,2,10445,Av.Mediterráneo-Conde de Casal                    ,"Av. del Mediterráneo, 44                               ",443169.0,4473313.0
014,2026-06-10,2999-12-31 23:59:59,14,PLAZA DE CONDE DE CASAL,AVENIDA DE PIO XII,51201,36,2,10706,Doctor Esquerdo-Cavanilles                        ,"Doctor Esquerdo, 140                                   ",443118.78125,4473141.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2711,1,1,0,Sol-Sevilla                                       ,Cedaceros con C/ Los Madrazo.                          ,440860.0,4474528.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,5239,2,1,256,Círculo de Bellas Artes                           ,"Alcalá, 42                                             ",441010.28125,4474645.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,70,3,1,549,Cibeles                                           ,Pza. de Cibeles con Pº del Prado                       ,441286.84375,4474709.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,5580,4,1,1091,Alcalá-Puerta de Alcalá                           ,"Alcalá, S/N, frente al Nº 73                           ",441791.1875,4474820.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,751,5,1,1714,Escuelas Aguirre-Casa Árabe                       ,"Alcalá, 70                                             ",442353.53125,4475068.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,5093,6,1,2178,Felipe II                                         ,"Av. Felipe II, 12                                      ",442757.34375,4475254.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2154,7,1,2543,Narváez-O Donnell                                 ,"Narvaez, 34                                            ",442743.0,4474915.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2156,8,1,2820,Narváez-Ibiza                                     ,"Narvaez, 62                                            ",442723.0,4474639.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2158,9,1,3062,Sainz de Baranda-Narváez                          ,"Alcalde Sainz de Baranda, 20                           ",442788.28125,4474444.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2160,10,1,3290,Sainz de Baranda-Maiquez                          ,"Alcalde Sainz de Baranda, 42                           ",443015.8125,4474425.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2162,11,1,3556,Metro Sainz de Baranda                            ,"Alcalde Sainz de Baranda, 64                           ",443280.0,4474399.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2164,12,1,3762,Marqués de Lozoya                                 ,"Alcalde Sainz de Baranda, 72                           ",443466.90625,4474478.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2166,13,1,4015,Sainz de Baranda-Parque Roma                      ,Alcalde Sainz de Baranda S/N frente al Nº 107          ,443657.0,4474642.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2168,14,1,4473,Torrespaña                                        ,Alcade Sainz de Baranda Nº 92                          ,443936.0,4474931.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,958,15,1,5072,Marqués de Corbera-Ricardo Ortiz                  ,"Av. Marqués de Corbera, 8 ( Ricardo Ortiz )            ",444482.0,4475087.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,960,16,1,5324,Marqués de Corbera-Montejurra                     ,"Av. Marqués de Corbera, 30                             ",444668.0,4475256.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,962,17,1,5559,Marqués de Corbera-Gerardo Cordón                 ,"Av. Marqués de Corbera, 48                             ",444832.5625,4475424.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,4369,18,1,5814,Santa Prisca                                      ,"Santa Prisca, frente Nº 1                              ",445033.0,4475550.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,4474,19,1,6068,La Elipa                                          ,Pza. de Agustín González                               ,445208.0,4475616.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,4474,1,2,0,La Elipa                                          ,Pza. de Agustín González                               ,445208.0,4475616.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,4370,2,2,194,Santa Prisca                                      ,"Santa Prisca, 1                                        ",445031.0,4475579.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,965,3,2,340,Metro La Elipa                                    ,"Av. Marqués de Corbera, 61                             ",444913.0,4475547.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,963,4,2,478,Marqués de Corbera-Gerardo Cordón                 ,"Av Marqués de Corbera, 49                              ",444813.0,4475451.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,961,5,2,719,Marqués de Corbera-Montejurra                     ,Av Marqués de Corbera 27                               ,444636.0,4475287.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,959,6,2,970,Marqués de Corbera-Ricardo Ortiz                  ,"Av. Marqués de Corbera, 1 ( Ricardo Ortiz )            ",444454.0,4475114.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2169,7,2,1567,Torrespaña                                        ,Alcalde Sainz de Baranda S/N (RTVE) frente al Nº 92    ,443933.5,4474956.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2167,8,2,2047,Sainz de Baranda-Parque Roma                      ,"Alcalde Sainz de Baranda, 107                          ",443619.0,4474646.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2165,9,2,2264,Marqués de Lozoya                                 ,"Alcalde Sainz de Baranda, 91                           ",443471.3125,4474505.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2163,10,2,2501,Metro Sainz de Baranda                            ,"Alcalde Sainz de Baranda, 65                           ",443259.6875,4474431.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2161,11,2,2744,Sainz de Baranda-Maiquez                          ,"Alcalde Sainz de Baranda, 39                           ",443017.625,4474453.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2159,12,2,2997,Sainz de Baranda-Narváez                          ,"Alcalde Sainz de Baranda, 15                           ",442765.1875,4474471.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2157,13,2,3207,Narváez-Ibiza                                     ,"Narvaez, 51                                            ",442753.4375,4474645.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2155,14,2,3487,Narváez-O Donnell                                 ,"Narvaez, 29                                            ",442776.0,4474925.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,5034,15,2,3889,Felipe II                                         ,"Av. de Felipe II, 1                                    ",442721.5625,4475273.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,778,16,2,4187,Metro Príncipe de Vergara                         ,"Alcalá, 127                                            ",442454.3125,4475156.5
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,4055,17,2,4476,Escuelas Aguirre-Casa Árabe                       ,"Alcalá, 107                                            ",442205.375,4475012.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,161,18,2,5059,Puerta de Alcalá                                  ,"Pza. de la Independencia, 3                            ",441643.0,4474876.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,69,19,2,5464,Cibeles                                           ,Pza. de Cibeles con Pº Recoletos                       ,441274.0,4474780.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,3689,20,2,5872,Sevilla                                           ,"Alcalá, 35                                             ",440890.0,4474650.0
015,2026-07-13,2999-12-31 23:59:59,15,PUERTA DEL SOL/SEVILLA,LA ELIPA,2711,21,2,6429,Sol-Sevilla                                       ,Cedaceros con C/ Los Madrazo.                          ,440860.0,4474528.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,543,1,1,0,Moncloa                                           ,"Fernando el Católico, 86-88                            ",439294.0,4476441.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,520,2,1,352,Fernández de los Ríos-Hilarión Eslava             ,"Fernández de los Rios, 91 (Frente al Nº 102).          ",439305.5625,4476540.5
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,521,3,1,646,Guzmán El Bueno-Fernández de los Ríos             ,"Fernández de los Ríos, 65                              ",439598.0,4476522.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,522,4,1,1021,Galileo                                           ,"Fernández de los Ríos, 37                              ",439972.0,4476494.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,523,5,1,1372,Arapiles                                          ,"Fernández de los Ríos, 3                               ",440322.0,4476466.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,524,6,1,1615,Eloy Gonzalo                                      ,Cardenal Cisneros frente al Nº 62                      ,440495.125,4476387.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,525,7,1,1898,Iglesia                                           ,"Eloy Gonzalo, 36                                       ",440760.0,4476437.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,527,8,1,2218,Martínez Campos                                   ,"Pº General Martinez Campos, 18                         ",441073.0,4476472.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,1894,9,1,2510,Museo Sorolla                                     ,"Pº General Martinez Campos, 40                         ",441365.0,4476481.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,529,10,1,2686,Miguel Ángel                                      ,Pº General Martínez Campos frente al Nº 47             ,441541.0,4476482.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,58,11,1,2920,Emilio Castelar                                   ,"Pº de la Castellana, 52 (Gta. Emilio Castelar)         ",441699.0,4476553.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,51242,12,1,3403,María de Molina-Serrano                           ,"María de Molina, 8                                     ",441733.8125,4476781.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,534,13,1,3800,López de Hoyos-Velázquez                          ,"López de Hoyos, 26                                     ",442110.0,4476852.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,430,14,1,3977,Velázquez-López de Hoyos                          ,"Velázquez, 136                                         ",442209.0,4476996.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,431,15,1,4160,Velázquez-Joaquín Costa                           ,"Velázquez, 144                                         ",442215.0,4477179.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,432,16,1,4352,Velázquez-Rodríguez Marín                         ,"Velázquez, 150                                         ",442229.0,4477371.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,418,17,1,4691,Doctor Arce                                       ,"Av. Doctor Arce, 10                                    ",442263.0,4477704.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,416,18,1,4896,Santa Gema                                        ,"Av. Doctor Arce, 26                                    ",442407.0,4477842.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,414,19,1,5281,Plaza de Cataluña                                 ,"Príncipe de Vergara, 204                               ",442649.0,4478079.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,517,20,1,5483,Concha Espina                                     ,"Príncipe de Vergara, 210                               ",442667.0,4478281.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,515,21,1,5760,Príncipe de Vergara-Serrano                       ,"Príncipe de Vergara, 248                               ",442690.0,4478556.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,4849,22,1,5984,Ecuador                                           ,"Príncipe de Vergara, 256                               ",442715.0,4478778.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,439,23,1,6231,Colombia                                          ,"Príncipe de Vergara, 268 (Colombia)                    ",442738.0,4479024.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,4832,24,1,6371,República Dominicana                              ,"Príncipe de Vergara, 278                               ",442751.0,4479163.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,112,25,1,6542,Plaza del Perú                                    ,"Av. de Pío XII, 2 (Pza. del Perú)                      ",442766.0,4479333.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,115,26,1,6725,Pío XII                                           ,Av. Pío XII frente al Nº 21                            ,442795.3125,4479513.5
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,117,27,1,7067,Pío XII-Comandante Franco                         ,"Av. Pío XII, 18 con C/ Comandante Franco               ",442853.0,4479849.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,119,28,1,7411,Nunciatura                                        ,"Av. Pío XII, 46                                        ",443004.0,4480155.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,3629,29,1,7848,Pío XII-La Paloma                                 ,"Av. de Pio XII, 92                                     ",442985.0,4480543.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,1728,30,1,8349,Pío XII                                           ,Av. de Pio XII con C/ Marques de Torroja               ,442984.0,4480500.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,1728,1,2,0,Pío XII                                           ,Av. de Pio XII con C/ Marques de Torroja               ,442984.0,4480500.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,118,2,2,347,Nunciatura                                        ,"Av. Pío XII, 77                                        ",442993.125,4480192.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,116,3,2,765,Pío XII-Comandante Franco                         ,"Av. Pío XII, 49                                        ",442820.6875,4479808.5
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,114,4,2,1059,Pío XII                                           ,"Av. Pío XII, 21                                        ",442771.125,4479519.5
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,111,5,2,1254,Plaza del Perú                                    ,"Av. de Pío XII, 1 (Pza. del Perú)                      ",442734.0,4479327.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,4831,6,2,1416,República Dominicana                              ,"Príncipe de Vergara, 285                               ",442713.0,4479166.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,440,7,2,1620,Colombia                                          ,"Príncipe de Vergara, 269                               ",442692.0,4478963.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,4850,8,2,1810,Ecuador                                           ,"Principe de Vergara, 253                               ",442676.0,4478774.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,514,9,2,2001,Príncipe de Vergara-Serrano                       ,"Príncipe de Vergara, 227                               ",442667.0,4478587.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,516,10,2,2195,Concha Espina                                     ,"Príncipe de Vergara, 217.                              ",442649.875,4478393.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,415,11,2,2548,Plaza de Cataluña                                 ,"Príncipe de Vergara, 203                               ",442615.96875,4478042.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,417,12,2,2898,Santa Gema                                        ,"Doctor Arce, 31                                        ",442372.0,4477851.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,536,13,2,3169,Doctor Arce                                       ,"Doctor Arce, 13                                        ",442165.0,4477691.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,443,14,2,3515,República Argentina                               ,"Serrano, 143                                           ",441942.0,4477519.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,444,15,2,3733,Ramiro de Maeztu                                  ,"Serrano, 127                                           ",441921.0,4477302.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,445,16,2,3930,Residencia de Estudiantes                         ,"Serrano, 111                                           ",441909.0,4477105.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,446,17,2,4197,Serrano-María de Molina                           ,"Serrano, 97                                            ",441892.0,4476838.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,447,18,2,4476,Serrano-Diego de León                             ,"Serrano, 77                                            ",441870.0,4476561.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,537,19,2,4723,General Oráa-Emilio Castelar                      ,"General Oraá, 1 con Gta. Emilio Castelar               ",441755.0,4476569.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,530,20,2,4930,Emilio Castelar                                   ,"Pº Gral Martínez Campos, 53.                           ",441585.15625,4476508.5
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,1893,21,2,5150,Museo Sorolla                                     ,"Pº General Martínez Campos, 35                         ",441366.0,4476506.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,528,22,2,5375,Martínez Campos                                   ,"Pº General Martínez Campos, 23                         ",441141.0,4476502.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,1895,23,2,5584,Iglesia-Alonso Cano                               ,"Pº General Martínez Campos, 3                          ",440932.0,4476494.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,526,24,2,5763,Iglesia                                           ,"Eloy Gonzalo, 33                                       ",440753.0,4476462.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,538,25,2,6055,Quevedo                                           ,"Eloy Gonzalo, 5  con C/ Cardenal Cisneros              ",440473.0,4476378.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,540,26,2,6367,Arapiles                                          ,"Fernando el Católico, 4                                ",440234.0,4476362.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,541,27,2,6647,Mercado Vallehermoso                              ,"Fernando el Católico con C/ Vallehermoso, 16           ",439954.0,4476391.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,542,28,2,6959,Guzmán El Bueno-Fernando El Católico              ,"Fernando el Católico, 52                               ",439643.0,4476415.0
016,2025-12-18,2999-12-31 23:59:59,16,MONCLOA,AVENIDA DE PIO XII,543,29,2,7307,Moncloa                                           ,"Fernando el Católico, 86-88                            ",439294.0,4476441.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,544,1,1,0,Plaza Mayor                                       ,"Concepción Jerónima, 24                                ",440136.0,4474138.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,545,2,1,305,La Latina                                         ,"Toledo, 54                                             ",440008.0,4473880.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,547,3,1,666,Toledo-Humilladero                                ,"Toledo, 84                                             ",439824.46875,4473581.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,2589,4,1,837,Toledo-La Paloma                                  ,Toledo 110-112 (Con Gta.Pta.Toledo)                    ,439744.90625,4473430.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,549,5,1,1004,Puerta de Toledo                                  ,"Pº de los Pontones, 2                                  ",439637.0,4473334.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,550,6,1,1317,Pontones-Imperial                                 ,Pº de Pontones frente al Nº 29.                        ,439385.78125,4473147.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,552,7,1,1707,Puente San Isidro-Pontones                        ,"Pº de los Pontones, 26                                 ",439024.09375,4473075.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,554,8,1,2146,Puente San Isidro-Ermita del Santo                ,Pº Ermita del Santo S/N entre Pte.S.Isidro y C/ San Amb,438620.0,4473036.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,555,9,1,3039,Vía Carpetana-Caramuel                            ,Vía Carpetana S/N con C/ Caramuel                      ,438089.0,4472804.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,557,10,1,3592,Polideportivo Gallur                              ,"Via Carpetana, 170                                     ",437696.0,4472416.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,559,11,1,3844,Vía Carpetana-Centro de Salud                     ,"Vía Carpetana, 202                                     ",437518.0,4472236.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,561,12,1,4103,Vía Carpetana-La Campana                          ,"Vía Carpetana, 230                                     ",437387.90625,4472014.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,563,13,1,4233,Metro Vía Carpetana                               ,"Vía Carpetana, 238                                     ",437293.0,4471925.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,564,14,1,4537,Vía Carpetana-Laguna                              ,"Vía Carpetan, 324                                      ",437080.4375,4471706.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,566,15,1,4786,Vía Carpetana-Casimiro Escudero                   ,"Vía Carpetana, 352                                     ",436953.0,4471489.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,7562,16,1,5104,Guabairo 6                                        ,"Guabairo, 6                                            ",436852.1875,4471211.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,1151,17,1,5329,Guabairo                                          ,Guabairo con Av. Ntra. Sra. de Fátima.                 ,436777.8125,4471001.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,5880,18,1,5514,Fátima-Nuestra Señora de la Luz                   ,Ntra. sra. de la Luz frente al Nº 39                   ,436656.0,4470917.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,5881,19,1,5670,Metro Eugenia de Montijo                          ,Ntra. Sra. de la Luz con Cº de los Ingenieros.         ,436521.875,4470997.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,4881,20,1,5948,Nuestra Señora de la Luz                          ,"Nuestra Señora de la Luz, 120                          ",436296.0,4471145.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,570,21,1,6270,Ocaña                                             ,"Ocaña, 69                                              ",436137.0,4470987.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,4543,22,1,6454,Ocaña-Diamante                                    ,"Ocaña, 41                                              ",436004.0,4470873.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,572,23,1,6691,Ocaña-Camarena                                    ,"Ocaña, 21                                              ",435777.0,4470903.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,574,24,1,6863,Ocaña-Intercambiador de Aluche                    ,"Ocaña, 7                                               ",435658.0,4471019.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,575,25,1,7132,Intercambiador de Aluche                          ,Intercambiador de Aluche con C/ Maqueda                ,435516.75,4471116.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,4505,26,1,7411,Junta Municipal Latina                            ,Av. Las Águilas con C/ Guareña                         ,435281.65625,4470975.5
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,578,27,1,7601,Rafael Finat-Avenida de las Águilas               ,"Rafael Finat, 2                                        ",435155.0,4470826.0
017,2026-06-22,2999-12-31 23:59:59,17,PLAZA MAYOR,COLONIA PARQUE DE EUROPA,580,28,1,7932,Rafael Finat-Valle Inclán                         ,"Rafael Finat, 36                                       ",434937.0,4470592.0
